BoroCD,AssemDist,the_geom,CounDist,CongDist,StSenDist,BUS_SHLTR_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,AssetID,BoroCode,BoroName,Street,SegmentID,PhysicalID,NODEID
303,55,POINT (-73.92144499999995 40.67894300000006),41,8,25,BR02786,RALPH AV,FULTON ST,-73.921445,40.678943,633,3,Brooklyn,FULTON STREET,43647,39136,65864
311,47,POINT (-73.97634199999999 40.60458300000005),47,11,17,BR02787,KINGS HWY,W 3 ST,-73.976342,40.604583,634,3,Brooklyn,KINGS HIGHWAY,25094,47738,16392
311,47,POINT (-73.98342999999994 40.605608000000075),44,10,17,BR02788,KINGS HWY,W 10 ST,-73.98343,40.605608,635,3,Brooklyn,KINGS HIGHWAY,19248,47746,0
316,55,POINT (-73.90616199999994 40.666311000000064),41,9,20,BR02789,Mother Gaston Blvd,BLAKE AV,-73.906162,40.666311,636,3,Brooklyn,MOTHER GASTON BOULEVARD,9005754,67292,9005045
316,55,POINT (-73.90510799999998 40.66464200000007),41,9,19,BR02790,DUMONT AV,Mother Gaston Blvd,-73.905108,40.664642,637,3,Brooklyn,DUMONT AVENUE,9002405,72974,9005151
310,46,POINT (-74.01643599999994 40.60726000000005),43,11,22,BR02791,CROPSEY AV,BAY 7 ST,-74.016436,40.60726,638,3,Brooklyn,CROPSEY AVENUE,17315,42453,11873
315,45,POINT (-73.96123399999993 40.60087000000004),48,11,17,BR02794,Coney Island Av,AV T,-73.961234,40.60087,639,3,Brooklyn,CONEY ISLAND AVENUE,25654,39283,0
313,46,POINT (-73.98627999999997 40.58346100000006),47,11,23,BR02796,CROPSEY AV,CANAL AV,-73.98628,40.583461,640,3,Brooklyn,CROPSEY AVENUE,158279,42504,0
307,51,POINT (-74.02008999999998 40.64589900000004),38,7,20,BR02801,2 AV,E 56 ST,-74.02009,40.645899,641,3,Brooklyn,2 AVENUE,17808,37130,0
301,53,POINT (-73.92581399999995 40.71387000000004),34,7,18,BR02802,METROPOLITAN AV,GARDNER AV,-73.925814,40.71387,642,3,Brooklyn,METROPOLITAN AVENUE,158134,89086,0
308,57,POINT (-73.95514399999996 40.67743900000005),35,9,25,BR02805,DEAN ST,FRANKLIN AV,-73.955144,40.677439,643,3,Brooklyn,DEAN STREET,29549,39678,0
318,59,POINT (-73.91803799999997 40.632287000000076),46,8,19,BR02807,FLATLANDS AV,RALPH AV,-73.918038,40.632287,644,3,Brooklyn,FLATLANDS AVENUE,41393,48250,0
302,52,POINT (-73.98524399999997 40.689355000000035),33,8,25,BR02810,LIVINGSTON ST,HOYT ST,-73.985244,40.689355,645,3,Brooklyn,LIVINGSTON STREET,24382,55242,0
308,57,POINT (-73.96384299999994 40.67875900000007),35,9,25,BR02812,WASHINGTON AV,BERGEN STREET,-73.963843,40.678759,646,3,Brooklyn,WASHINGTON AVENUE,29323,38217,0
318,59,POINT (-73.92118899999997 40.60932200000008),46,8,19,BR02814,FLATBUSH AV,KINGS PLZ,-73.921189,40.609322,647,3,Brooklyn,,,0,0
318,59,POINT (-73.92069199999997 40.60889800000007),46,8,19,BR02818,FLATBUSH AV,KINGS PLZ (AV V ),-73.920692,40.608898,648,3,Brooklyn,,,0,0
306,51,POINT (-73.99954199999996 40.67499400000003),39,7,25,BR0282,COURT ST,W 9 ST,-73.999542,40.674994,649,3,Brooklyn,COURT STREET,22166,42664,0
318,59,POINT (-73.92127099999993 40.609200000000044),46,8,19,BR02820,FLATBUSH AV,KINGS PLZ,-73.921271,40.6092,650,3,Brooklyn,FLATBUSH AVENUE,151243,38780,0
318,59,POINT (-73.92115699999994 40.60910100000007),46,8,19,BR02821,FLATBUSH AV,KINGS PLZ,-73.921157,40.609101,651,3,Brooklyn,FLATBUSH AVENUE,151243,38780,0
317,58,POINT (-73.91823999999997 40.65138100000007),42,9,21,BR02834,REMSEN AV,AV A,-73.91824,40.651381,652,3,Brooklyn,REMSEN AVENUE,42494,68617,0
315,45,POINT (-73.97351499999996 40.59686400000004),47,11,22,BR02835,AV U,MCDONALD AV,-73.973515,40.596864,653,3,Brooklyn,AVENUE U,25184,45357,0
312,44,POINT (-73.98272099999997 40.64047900000003),39,10,17,BR02836,14 AV,37 ST,-73.982721,40.640479,654,3,Brooklyn,14 AVENUE,21448,42739,14215
312,49,POINT (-73.98731699999996 40.62182400000006),44,10,17,BR02842,18 AV,60 ST,-73.987317,40.621824,655,3,Brooklyn,18 AVENUE,20277,42559,13633
310,46,POINT (-74.03246899999994 40.61976800000008),43,11,22,BR02845,3 AV,E 92 ST,-74.032469,40.619768,656,3,Brooklyn,3 AVENUE,16920,37836,0
317,55,POINT (-73.92786999999998 40.66477000000003),41,9,20,BR02846,East New York Av,E 94 ST,-73.92787,40.66477,657,3,Brooklyn,EAST NEW YORK AVENUE,43349,68892,0
310,46,POINT (-74.02314499999994 40.608911000000035),43,11,22,BR02849,POLY PL,7 AV,-74.023145,40.608911,658,3,Brooklyn,POLY PLACE,289897,169419,0
313,47,POINT (-73.99213299999997 40.59001500000005),43,11,23,BR02851,26 AV,Shore Pkwy Srv Rd North,-73.992133,40.590015,659,3,Brooklyn,26 AVENUE,161549,55043,0
305,54,POINT (-73.88269399999996 40.68505200000004),37,7,18,BR02853,JAMAICA AV,SHEPHERD AV,-73.882694,40.685052,660,3,Brooklyn,JAMAICA AVENUE,48053,73686,0
316,55,POINT (-73.91072299999996 40.66995500000007),41,8,20,BR02859,ROCKAWAY AV,PITKIN AV,-73.910723,40.669955,661,3,Brooklyn,ROCKAWAY AVENUE,43866,70578,0
318,59,POINT (-73.92697699999997 40.61861300000004),46,8,19,BR02863,UTICA AV,AV N,-73.926977,40.618613,662,3,Brooklyn,UTICA AVENUE,41117,68693,0
314,42,POINT (-73.95562499999994 40.64638400000007),40,9,21,BR02876,BEDFORD AV,TILDEN AV,-73.955625,40.646384,663,3,Brooklyn,BEDFORD AVENUE,28462,38374,0
301,53,POINT (-73.94283499999995 40.70729600000004),34,7,18,BR02884,MONTROSE AV,GRAHAM AV,-73.942835,40.707296,664,3,Brooklyn,MONTROSE AVENUE,31381,91543,0
318,59,POINT (-73.91829999999999 40.63241100000005),46,8,19,BR02886,FLATLANDS AV,RALPH AV,-73.9183,40.632411,665,3,Brooklyn,FLATLANDS AVENUE,41393,48250,0
355,52,POINT (-73.96991999999995 40.675148000000036),39,9,20,BR02899,VANDERBILT AV,PLAZA ST EAST,-73.96992,40.675148,666,3,Brooklyn,VANDERBILT AVENUE,188029,60495,104460
301,53,POINT (-73.94022299999995 40.71197500000005),34,7,18,BR02900,GRAND ST,BUSWICK AV,-73.940223,40.711975,667,3,Brooklyn,GRAND STREET,44206,69865,0
356,59,POINT (-73.90168799999998 40.59113400000007),46,8,19,BR02901,FLATBUSH AV,BELT PKWY,-73.901688,40.591134,668,3,Brooklyn,FLATBUSH AVENUE,232430,125251,0
356,59,POINT (-73.90240999999997 40.591263000000026),46,8,22,BR02902,FLATBUSH AV,BELT PKWY,-73.90241,40.591263,669,3,Brooklyn,FLATBUSH AVENUE,232449,125254,0
318,59,POINT (-73.91811299999995 40.626179000000036),46,8,21,BR02904,RALPH AV,AV K,-73.918113,40.626179,670,3,Brooklyn,RALPH AVENUE,41367,66857,0
315,41,POINT (-73.93845299999998 40.58404100000007),48,8,22,BR02906,EMMONS AV,NOSTRAND AV,-73.938453,40.584041,671,3,Brooklyn,EMMONS AVENUE,157916,46983,0
316,60,POINT (-73.90377999999998 40.65671000000003),42,8,19,BR02907,HEGEMAN AV @ MOTHER GASTON BLVD,@ MOTHER GASTON BLVD,-73.90378,40.65671,672,3,Brooklyn,HEGEMAN AVENUE,46305,71422,0
315,45,POINT (-73.95059299999997 40.58397400000007),48,8,23,BR02908,SHEEPSHEAD BAY RD,EMMONS AV,-73.950593,40.583974,673,3,Brooklyn,SHEEPSHEAD BAY ROAD,26087,47029,0
307,44,POINT (-73.98007199999995 40.647406000000046),39,9,21,BR02909,CATON AV,MCDONALD AV,-73.980072,40.647406,674,3,Brooklyn,CATON AVENUE,21501,39590,0
302,52,POINT (-73.98919199999995 40.69288300000005),33,7,25,BR02910,ADAMS ST,BKLYN SUPREME COURT,-73.989192,40.692883,675,3,Brooklyn,ADAMS STREET,145095,75012,93207
312,48,POINT (-73.99495899999994 40.632412000000045),44,10,17,BR02911,13 AV,54 ST,-73.994959,40.632412,676,3,Brooklyn,13 AVENUE,20106,43018,13545
313,46,POINT (-73.97261899999995 40.579986000000076),47,8,23,BR02915,NEPTUNE AV,W 5 ST,-73.972619,40.579986,677,3,Brooklyn,NEPTUNE AVENUE,9009165,39829,9001554
316,55,POINT (-73.91691199999997 40.66868900000003),41,9,20,BR02916,PITKIN AV,SARATOGA AV,-73.916912,40.668689,678,3,Brooklyn,PITKIN AVENUE,43720,70648,0
316,55,POINT (-73.91486399999997 40.66914000000003),41,9,20,BR02917,PITKIN AV,AMBOY ST,-73.914864,40.66914,679,3,Brooklyn,PITKIN AVENUE,43745,70646,0
316,55,POINT (-73.91292399999998 40.669436000000076),41,9,20,BR02918,PITKIN AV,BRISTOL ST,-73.912924,40.669436,680,3,Brooklyn,PITKIN AVENUE,43859,70644,0
316,55,POINT (-73.90855399999998 40.66993300000007),41,8,20,BR02919,PITKIN AV,OSBORN ST,-73.908554,40.669933,681,3,Brooklyn,PITKIN AVENUE,44017,70639,0
316,55,POINT (-73.91123999999996 40.671910000000025),41,8,20,BR02920,ROCKAWAY AV @ EAST NEW YORK AVENUE,@ EAST NEW YORK AVENUE,-73.91124,40.67191,682,3,Brooklyn,ROCKAWAY AVENUE,43880,70577,27189
311,47,POINT (-73.99922999999995 40.59997000000004),47,11,23,BR02922,BATH AV,21 AV,-73.99923,40.59997,683,3,Brooklyn,BATH AVENUE,18717,42249,0
305,60,POINT (-73.86303399999997 40.669211000000075),42,8,19,BR02923,LINDEN BLVD,ELDERT LANE,-73.863034,40.669211,684,3,Brooklyn,LINDEN BOULEVARD,9008132,46266,0
302,57,POINT (-73.96772499999997 40.682034000000044),35,8,25,BR02926,VANDERBILT AV,ATLANTIC AV,-73.967725,40.682034,685,3,Brooklyn,VANDERBILT AVENUE,163715,60505,0
310,51,POINT (-74.02678599999996 40.633683000000076),43,11,22,BR02927,3 AV,72 ST,-74.026786,40.633683,686,3,Brooklyn,3 AVENUE,17551,37665,0
312,51,POINT (-73.99310499999996 40.64483800000005),38,7,21,BR02929,39 ST,10 AV,-73.993105,40.644838,687,3,Brooklyn,39 STREET,21220,42649,0
318,59,POINT (-73.89314499999995 40.63705600000003),46,8,19,BR02932,ROCKAWAY PKWY,AV M,-73.893145,40.637056,688,3,Brooklyn,ROCKAWAY PARKWAY,46617,70828,0
306,52,POINT (-73.99707999999998 40.680098000000044),39,7,26,BR02933,COURT ST,1 Pl,-73.99708,40.680098,689,3,Brooklyn,COURT STREET,22388,42671,0
318,59,POINT (-73.90607699999998 40.640487000000064),46,8,19,BR02934,REMSEN AV,FLATLANDS AV,-73.906077,40.640487,690,3,Brooklyn,REMSEN AVENUE,46224,68630,0
315,41,POINT (-73.94705299999998 40.599942000000055),48,9,19,BR02935,AV U,BEDFORD AV,-73.947053,40.599942,691,3,Brooklyn,AVENUE U,26285,45374,0
310,64,POINT (-74.02239499999996 40.62945300000007),43,11,22,BR02936,BAY RIDGE PKWY,5 AV,-74.022395,40.629453,692,3,Brooklyn,BAY RIDGE PARKWAY,17193,37009,0
311,47,POINT (-74.00973299999998 40.611658000000034),43,11,22,BR02939,86 ST,15 AV,-74.009733,40.611658,693,3,Brooklyn,86 STREET,19494,37074,0
303,57,POINT (-73.95361499999996 40.68355600000007),36,8,25,BR02940,PUTNAM AV,BEDFORD AV,-73.953615,40.683556,694,3,Brooklyn,PUTNAM AVENUE,29699,63704,0
318,41,POINT (-73.92776399999997 40.62848400000007),46,8,21,BR02941,UTICA AV,AV J,-73.927764,40.628484,695,3,Brooklyn,UTICA AVENUE,41162,68642,0
310,46,POINT (-74.01533199999994 40.626434000000074),43,11,22,BR02942,Ft Hamilton Pkwy,74 ST,-74.015332,40.626434,696,3,Brooklyn,FT HAMILTON PARKWAY,19438,36623,0
315,41,POINT (-73.94513599999993 40.600145000000055),46,9,19,BR02943,AV U,E 27 ST,-73.945136,40.600145,697,3,Brooklyn,AVENUE U,26428,45376,0
318,59,POINT (-73.91557499999993 40.633886000000075),46,8,19,BR02944,FLATLANDS AV,E 77 ST,-73.915575,40.633886,698,3,Brooklyn,FLATLANDS AVENUE,42538,48251,0
315,41,POINT (-73.95319399999994 40.59910300000007),48,9,19,BR02945,AV U,E 16 ST,-73.953194,40.599103,699,3,Brooklyn,AVENUE U,26152,45334,0
301,50,POINT (-73.96041599999995 40.70939800000008),34,7,18,BR02946,BROADWAY,ROEBLING ST,-73.960416,40.709398,700,3,Brooklyn,BROADWAY,30747,43934,79992
308,56,POINT (-73.92215299999998 40.67438100000004),41,8,25,BR02947,RALPH AV,BERGEN ST,-73.922153,40.674381,701,3,Brooklyn,RALPH AVENUE,43511,68863,0
302,52,POINT (-73.98314899999997 40.68972300000007),33,8,25,BR02949,FULTON ST,BOND ST,-73.983149,40.689723,702,3,Brooklyn,FULTON STREET,274412,159103,15951
306,52,POINT (-73.98401699999994 40.67176100000006),39,7,21,BR0295,5 AV,5 ST,-73.984017,40.671761,703,3,Brooklyn,5 AVENUE,22764,53377,0
304,53,POINT (-73.91614099999998 40.69517700000006),37,7,18,BR02950,WILSON AV,GATES AV,-73.916141,40.695177,704,3,Brooklyn,WILSON AVENUE,45114,72390,0
316,55,POINT (-73.92227999999994 40.67125900000008),41,9,25,BR02951,RALPH AV,STERLING PL,-73.92228,40.671259,705,3,Brooklyn,RALPH AVENUE,43493,68866,0
310,46,POINT (-74.02710699999994 40.61687100000006),43,11,22,BR02952,92 ST,GATLING PL,-74.027107,40.616871,706,3,Brooklyn,92 STREET,161070,88641,0
314,48,POINT (-73.95545699999997 40.61858700000005),48,9,17,BR02953,AV M,OCEAN AV,-73.955457,40.618587,707,3,Brooklyn,AVENUE M,27278,62815,0
318,59,POINT (-73.91218099999998 40.63635700000003),46,8,19,BR02954,FLATLANDS AV,E 82 ST,-73.912181,40.636357,708,3,Brooklyn,FLATLANDS AVENUE,42674,48256,0
318,59,POINT (-73.91671699999995 40.63343100000003),46,8,19,BR02955,FLATLANDS AV,E 76 ST,-73.916717,40.633431,709,3,Brooklyn,FLATLANDS AVENUE,41490,48250,0
305,54,POINT (-73.87441299999995 40.68922300000003),37,7,18,BR02956,JAMAICA AV,CRESCENT ST,-73.874413,40.689223,710,3,Brooklyn,JAMAICA AVENUE,115582,73694,0
302,52,POINT (-73.98574299999996 40.69076000000007),33,8,25,BR02957,FULTON ST,HOYT ST,-73.985743,40.69076,711,3,Brooklyn,FULTON STREET,109831,39097,0
302,52,POINT (-73.98139499999996 40.68902200000008),33,8,25,BR02958,FULTON ST,FLATBUSH AV EXIT,-73.981395,40.689022,712,3,Brooklyn,EASTERN PARKWAY LINE,8102761,0,9007834
302,52,POINT (-73.98266699999994 40.68963800000006),33,8,25,BR02959,FULTON ST,BOND ST,-73.982667,40.689638,713,3,Brooklyn,FULTON STREET,24396,39091,0
302,52,POINT (-73.98704699999996 40.691396000000054),33,8,25,BR02961,FULTON ST,JAY ST,-73.987047,40.691396,714,3,Brooklyn,FULTON STREET,24203,39099,0
302,52,POINT (-73.98760799999997 40.69150900000005),33,7,25,BR02962,FULTON ST,SMITH ST,-73.987608,40.691509,715,3,Brooklyn,FULTON STREET,24198,39100,0
302,52,POINT (-73.98143399999998 40.689040000000034),33,8,25,BR02963,FULTON ST,FLATBUSH AV EXIT,-73.981434,40.68904,716,3,Brooklyn,EASTERN PARKWAY LINE,8102761,0,9007834
302,52,POINT (-73.98271199999994 40.68965700000007),33,8,25,BR02964,FULTON ST,BOND ST,-73.982712,40.689657,717,3,Brooklyn,FULTON STREET,24396,39091,0
302,52,POINT (-73.98708499999998 40.69140800000008),33,8,25,BR02965,FULTON ST,JAY ST,-73.987085,40.691408,718,3,Brooklyn,FULTON STREET,24203,39099,0
317,42,POINT (-73.94628299999994 40.650896000000046),45,9,21,BR02967,CHURCH AV,NEW YORK AV,-73.946283,40.650896,719,3,Brooklyn,CHURCH AVENUE,28838,38471,0
314,41,POINT (-73.94810299999995 40.613871000000074),48,9,17,BR02968,KINGS HWY,E 26 ST,-73.948103,40.613871,720,3,Brooklyn,KINGS HIGHWAY,148540,47667,89905
318,59,POINT (-73.93020199999995 40.60498300000006),46,9,22,BR02969,AV U,E 33 St,-73.930202,40.604983,721,3,Brooklyn,AVENUE U,286388,167447,0
303,56,POINT (-73.92321599999997 40.68500800000004),41,8,25,BR02970,RALPH AV,HALSEY ST,-73.923216,40.685008,722,3,Brooklyn,RALPH AVENUE,43555,68843,27010
355,52,POINT (-73.96964499999996 40.67514500000004),39,9,20,BR02971,VANDERBILT AV,PLAZA ST EAST,-73.969645,40.675145,723,3,Brooklyn,VANDERBILT AVENUE,188029,60495,0
309,43,POINT (-73.96046799999993 40.65978700000005),40,9,20,BR02972,FLATBUSH AV,MIDWOOD ST,-73.960468,40.659787,724,3,Brooklyn,FLATBUSH AVENUE,28387,38689,0
309,43,POINT (-73.93977399999994 40.65950800000007),40,9,20,BR02973,ALBANY AV,FENIMORE ST,-73.939774,40.659508,725,3,Brooklyn,ALBANY AVENUE,41799,47481,26063
313,46,POINT (-73.97252699999996 40.57728400000008),48,8,23,BR02974,W 5 ST,W BRIGHTON AV,-73.972527,40.577284,726,3,Brooklyn,WEST 5 STREET,9009147,90209,0
315,45,POINT (-73.95386399999995 40.59918800000003),48,9,17,BR02975,AV U,E 18 ST,-73.953864,40.599188,727,3,Brooklyn,AVENUE U,26003,45335,0
306,52,POINT (-74.00071199999996 40.68893700000007),39,7,26,BR02976,COLUMBIA ST,WARREN ST,-74.000712,40.688937,728,3,Brooklyn,COLUMBIA STREET,23589,42770,15494
309,43,POINT (-73.94709699999999 40.65587400000004),40,9,20,BR02977,NEW YORK AV,CLARKSON AV,-73.947097,40.655874,729,3,Brooklyn,NEW YORK AVENUE,28746,44186,0
309,43,POINT (-73.94472299999995 40.655831000000035),40,9,20,BR02978,CLARKSON AV,Kings County Hospital,-73.944723,40.655831,730,3,Brooklyn,CLARKSON AVENUE,9008422,47325,63918
309,43,POINT (-73.94178399999998 40.65600800000004),40,9,20,BR02979,CLARKSON AV,E 39 ST,-73.941784,40.656008,731,3,Brooklyn,CLARKSON AVENUE,41787,47327,0
307,52,POINT (-73.98958899999997 40.66539000000006),39,7,21,BR02980,5 AV,15 ST,-73.989589,40.66539,732,3,Brooklyn,5 AVENUE,22585,53366,0
355,57,POINT (-73.96891999999997 40.67252000000008),35,9,21,BR02981,FLATBUSH AV,GRAND ARMY PLZ,-73.96892,40.67252,733,3,Brooklyn,FLATBUSH AVENUE,188022,38686,104436
316,58,POINT (-73.91407299999997 40.65716400000008),42,9,19,BR02982,E 98 ST,LOTT AV,-73.914073,40.657164,734,3,Brooklyn,EAST 98 STREET,42647,78401,26592
318,59,POINT (-73.90280499999994 40.64473600000008),46,8,19,BR02984,GLENWOOD RD,E 96 ST,-73.902805,40.644736,735,3,Brooklyn,GLENWOOD ROAD,46404,66762,0
309,43,POINT (-73.94700099999994 40.65570500000007),40,9,20,BR02985,CLARKSON AV,NEW YORK AV,-73.947001,40.655705,736,3,Brooklyn,CLARKSON AVENUE,9009680,47325,18452
302,57,POINT (-73.96207899999996 40.68255300000004),35,8,25,BR02986,FULTON ST,GRAND AV,-73.962079,40.682553,737,3,Brooklyn,FULTON STREET,271252,155810,9037802
302,57,POINT (-73.97957799999995 40.69358500000004),35,8,25,BR02987,MYRTLE AV,NAVY ST,-73.979578,40.693585,738,3,Brooklyn,MYRTLE AVENUE,24599,43601,0
302,57,POINT (-73.96988099999999 40.69288000000006),35,8,25,BR02988,VANDERBILT AV,MYRTLE AV,-73.969881,40.69288,739,3,Brooklyn,VANDERBILT AVENUE,30178,60511,0
316,55,POINT (-73.90534099999996 40.66477700000007),41,9,20,BR02989,DUMONT AV,Mother Gaston Blvd,-73.905341,40.664777,740,3,Brooklyn,DUMONT AVENUE,9002405,72974,85402
318,58,POINT (-73.90546099999995 40.64867200000003),42,8,19,BR02990,ROCKAWAY AV,FOSTER AV,-73.905461,40.648672,741,3,Brooklyn,ROCKAWAY AVENUE,46275,70597,28631
316,55,POINT (-73.91012799999999 40.66689700000006),41,9,20,BR02991,ROCKAWAY AV,SUTTER AV,-73.910128,40.666897,742,3,Brooklyn,ROCKAWAY AVENUE,9002315,70581,0
302,52,POINT (-73.98748199999994 40.69990100000007),33,7,25,BR02992,SANDS ST,PEARL ST,-73.987482,40.699901,743,3,Brooklyn,SANDS STREET,262518,55204,0
302,52,POINT (-73.99192099999993 40.702481000000034),33,7,26,BR02993,FRONT ST,YORK ST,-73.991921,40.702481,744,3,Brooklyn,BROOKLYN QUEENS EXPWY ET 28 WB,142106,91468,15774
302,52,POINT (-73.97869799999995 40.68465200000003),33,8,25,BR02994,Atlantic Av,4 AV,-73.978698,40.684652,745,3,Brooklyn,ATLANTIC AVENUE,22924,43136,0
304,54,POINT (-73.90484899999996 40.69351300000005),37,7,18,BR02995,IRVING AV,COVERT ST,-73.904849,40.693513,746,3,Brooklyn,IRVING AVENUE,48508,71409,0
316,55,POINT (-73.91169699999995 40.68225700000005),41,8,25,BR02996,ROCKAWAY AV,CHAUNCEY ST,-73.911697,40.682257,747,3,Brooklyn,ROCKAWAY AVENUE,43936,70574,27219
314,44,POINT (-73.96775299999996 40.63981000000007),40,9,17,BR02997,CORTELYOU RD,STRATFORD RD,-73.967753,40.63981,748,3,Brooklyn,CORTELYOU ROAD,28069,39640,0
302,52,POINT (-73.98931999999996 40.69184300000006),33,7,26,BR02998,BOERUM PL,JORALEMON ST,-73.98932,40.691843,749,3,Brooklyn,BOERUM PLACE,157491,57864,0
305,60,POINT (-73.87138099999999 40.672563000000025),42,8,18,BR02999,EUCLID AV,SUTTER AV,-73.871381,40.672563,750,3,Brooklyn,EUCLID AVENUE,9002922,90579,0
307,51,POINT (-74.00419599999998 40.651109000000076),38,7,20,BR0300,5 AV,39 ST,-74.004196,40.651109,751,3,Brooklyn,5 AVENUE,20981,53340,0
306,52,POINT (-73.98607299999998 40.66895100000005),39,7,21,BR03000,9 ST,5 AV,-73.986073,40.668951,752,3,Brooklyn,9 STREET,22748,58879,0
314,41,POINT (-73.94500499999998 40.61630300000007),45,9,19,BR03001,NOSTRAND AV,KINGS HWY,-73.945005,40.616303,753,3,Brooklyn,NOSTRAND AVENUE,163540,44455,89928
301,53,POINT (-73.95811899999995 40.713509000000045),34,7,18,BR03003,ROEBLING ST,GRAND ST,-73.958119,40.713509,754,3,Brooklyn,ROEBLING STREET,30804,88199,0
307,49,POINT (-74.01378999999997 40.63794000000007),38,7,20,BR03004,60 ST,6 AV,-74.01379,40.63794,755,3,Brooklyn,60 STREET,20573,42293,0
315,41,POINT (-73.94928799999997 40.588947000000076),48,9,22,BR03005,OCEAN AV,AV Z,-73.949288,40.588947,756,3,Brooklyn,OCEAN AVENUE,26242,38421,0
314,44,POINT (-73.96711199999999 40.63396000000006),40,9,17,BR03006,Coney Island Av,NEWKIRK AV,-73.967112,40.63396,757,3,Brooklyn,CONEY ISLAND AVENUE,28044,39243,0
303,56,POINT (-73.94318999999996 40.69238000000007),36,8,25,BR03007,DEKALB AV,THROOP AV,-73.94319,40.69238,758,3,Brooklyn,DEKALB AVENUE,127573,38205,0
303,56,POINT (-73.93839999999994 40.684330000000045),36,8,25,BR03008,Marcus Garvey Blvd,JEFFERSON AV,-73.9384,40.68433,759,3,Brooklyn,MARCUS GARVEY BOULEVARD,43122,48989,0
305,60,POINT (-73.88261099999994 40.656584000000066),42,8,19,BR03009,VAN SICLEN AV,COZINE AV,-73.882611,40.656584,760,3,Brooklyn,VAN SICLEN AVENUE,46936,74681,0
308,52,POINT (-73.96939899999995 40.67655400000007),35,9,20,BR03010,VANDERBILT AV,PARK PL,-73.969399,40.676554,761,3,Brooklyn,VANDERBILT AVENUE,29152,60497,0
304,53,POINT (-73.93964999999997 40.70117000000005),34,7,18,BR03011,FLUSHING AV,BEAVER ST,-73.93965,40.70117,762,3,Brooklyn,FLUSHING AVENUE,265174,150743,27411
303,56,POINT (-73.93458599999997 40.679504000000065),36,8,25,BR03012,FULTON ST,TROY AV,-73.934586,40.679504,763,3,Brooklyn,FULTON STREET,43192,39122,0
315,41,POINT (-73.94279999999998 40.593630000000076),48,9,19,BR03013,AV X,E 28 ST,-73.9428,40.59363,764,3,Brooklyn,AVENUE X,26412,46543,0
305,60,POINT (-73.88158299999998 40.64793100000003),42,8,19,BR03014,Pennsylvania Av,SCHROEDERS AV,-73.881583,40.647931,765,3,Brooklyn,PENNSYLVANIA AVENUE,157494,68070,0
305,60,POINT (-73.88402699999995 40.65012600000006),42,8,19,BR03015,Pennsylvania Av,DELMAR LOOP,-73.884027,40.650126,766,3,Brooklyn,PENNSYLVANIA AVENUE,9009295,68074,93366
305,60,POINT (-73.87850899999995 40.64517100000006),42,8,19,BR03016,Pennsylvania Av,HORNELL LOOP,-73.878509,40.645171,767,3,Brooklyn,PENNSYLVANIA AVENUE,157522,68090,0
305,60,POINT (-73.87997699999994 40.64651900000007),42,8,19,BR03017,Pennsylvania Av,GENEVA LOOP,-73.879977,40.646519,768,3,Brooklyn,PENNSYLVANIA AVENUE,144866,68068,93384
301,50,POINT (-73.96096999999997 40.70658400000008),33,7,26,BR03018,Lee Av,Wilson St,-73.96097,40.706584,769,3,Brooklyn,LEE AVENUE,30569,75427,0
301,50,POINT (-73.96101399999998 40.70663200000007),33,7,26,BR03019,Lee Av,Wilson St,-73.961014,40.706632,770,3,Brooklyn,LEE AVENUE,30569,75427,0
301,50,POINT (-73.96285899999998 40.70580200000006),33,7,26,BR03020,BEDFORD AV,TAYLOR ST,-73.962859,40.705802,771,3,Brooklyn,BEDFORD AVENUE,30563,38261,0
309,43,POINT (-73.95097699999997 40.66332900000003),40,9,20,BR03021,NOSTRAND AV,STERLING ST (Empire Blvd),-73.950977,40.663329,772,3,Brooklyn,NOSTRAND AVENUE,29621,44419,0
317,42,POINT (-73.94849299999998 40.640161000000035),45,9,21,BR03022,Nostrand Av,Newkirk Av,-73.948493,40.640161,773,3,Brooklyn,NOSTRAND AVENUE,28671,44442,18410
314,42,POINT (-73.94767999999993 40.63197000000008),45,9,21,BR03023,NOSTRAND AV,AV H (Flatbush Av),-73.94768,40.63197,774,3,Brooklyn,NOSTRAND AVENUE,27546,44447,0
318,41,POINT (-73.94461299999995 40.61577900000003),45,9,22,BR03025,NOSTRAND AV,KINGS HWY,-73.944613,40.615779,775,3,Brooklyn,NOSTRAND AVENUE,163537,44458,89884
315,41,POINT (-73.94202699999994 40.60056400000008),46,9,19,BR03026,Nostrand Av,Av U,-73.942027,40.600564,776,3,Brooklyn,NOSTRAND AVENUE,39731,44469,24849
309,43,POINT (-73.95296999999994 40.655944000000034),40,9,20,BR03027,ROGERS AV,PARKSIDE AV,-73.95297,40.655944,777,3,Brooklyn,ROGERS AVENUE,28614,46090,18381
309,43,POINT (-73.95296399999995 40.65590800000007),40,9,20,BR03028,ROGERS AV,PARKSIDE AV,-73.952964,40.655908,778,3,Brooklyn,ROGERS AVENUE,28614,46090,18381
303,57,POINT (-73.95170199999995 40.690735000000075),36,8,25,BR03029,Nostrand Av,Kosciuszko St (DeKalb),-73.951702,40.690735,779,3,Brooklyn,NOSTRAND AVENUE,31015,44388,19733
303,57,POINT (-73.95171199999999 40.69077500000003),36,8,25,BR03030,Nostrand Av,Kosciuszko St (DeKalb),-73.951712,40.690775,780,3,Brooklyn,NOSTRAND AVENUE,31015,44388,19733
